[1.1984225238848012e-05, -1.570808235798971, 2.384185791015625e-05, -1.5708563963519495, 8.388957940042019e-05, -3.5587941304981996e-05]
[1.1984225238848012e-05, -1.570820156727926, -1.1746083394825746e-05, -1.5708444754229944, 3.5952674807049334e-05, -1.1746083394825746e-05]
[4.793690095539205e-05, -1.570820156727926, 4.8160552978515625e-05, -1.570796314870016, 7.190534961409867e-05, 0.0]
[4.793690095539205e-05, -1.570820156727926, 3.5762786865234375e-05, -1.570808235798971, 7.190534961409867e-05, 2.3968450477696024e-05]
[3.5952674807049334e-05, -1.570808235798971, 3.5762786865234375e-05, -1.570820156727926, 8.388957940042019e-05, 0.0]
[2.3968450477696024e-05, -1.570796314870016, 0.0, -1.570820156727926, 9.58738019107841e-05, 0.0]
[3.5952674807049334e-05, -1.5708444754229944, 4.8160552978515625e-05, -1.570808235798971, 8.388957940042019e-05, -1.1746083394825746e-05]
[2.3968450477696024e-05, -1.570808235798971, -1.1746083394825746e-05, -1.5708320776568812, 5.992112710373476e-05, 0.0]
[1.1984225238848012e-05, -1.570808235798971, 2.384185791015625e-05, -1.570808235798971, 5.992112710373476e-05, -1.1746083394825746e-05]
[2.3968450477696024e-05, -1.5708320776568812, 1.1920928955078125e-05, -1.570820156727926, 5.992112710373476e-05, 0.0]
[0.0, -1.5708320776568812, 3.5762786865234375e-05, -1.570820156727926, 7.190534961409867e-05, 2.3968450477696024e-05]
[2.3968450477696024e-05, -1.570808235798971, 3.5762786865234375e-05, -1.570820156727926, 8.388957940042019e-05, -1.1746083394825746e-05]
[1.1984225238848012e-05, -1.570808235798971, 6.008148193359375e-05, -1.570820156727926, 7.190534961409867e-05, 2.3968450477696024e-05]
[3.5952674807049334e-05, -1.570808235798971, 2.384185791015625e-05, -1.5707839171039026, 7.190534961409867e-05, 1.1984225238848012e-05]
[3.5952674807049334e-05, -1.5708320776568812, 6.008148193359375e-05, -1.5708320776568812, 5.992112710373476e-05, 1.1984225238848012e-05]
[3.5952674807049334e-05, -1.5708320776568812, 8.392333984375e-05, -1.570808235798971, 8.388957940042019e-05, 0.0]
[7.190534961409867e-05, -1.570808235798971, 2.384185791015625e-05, -1.5708444754229944, 5.992112710373476e-05, -2.366701234990387e-05]
[4.793690095539205e-05, -1.5708444754229944, 1.1920928955078125e-05, -1.570808235798971, 7.190534961409867e-05, 1.1984225238848012e-05]
[4.793690095539205e-05, -1.570820156727926, 2.384185791015625e-05, -1.570820156727926, 7.190534961409867e-05, 1.1984225238848012e-05]
[2.3968450477696024e-05, -1.5708444754229944, 1.1920928955078125e-05, -1.570820156727926, 2.3968450477696024e-05, -2.366701234990387e-05]
[2.3968450477696024e-05, -1.570820156727926, 1.1920928955078125e-05, -1.5708320776568812, 7.190534961409867e-05, 1.1984225238848012e-05]
[3.5952674807049334e-05, -1.5708320776568812, 3.5762786865234375e-05, -1.570820156727926, 4.793690095539205e-05, -1.1746083394825746e-05]
[3.5952674807049334e-05, -1.5708320776568812, 1.1920928955078125e-05, -1.570796314870016, 4.793690095539205e-05, -1.1746083394825746e-05]
